street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Thi Sách,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,69.0,Sổ hồng,2.0,1.0,,4 tỷ 800 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,34.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 350 triệu,nhà trong ngõ
Trần Cao Vân,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,54.7,Sổ hồng,3.0,3.0,2.0,3 tỷ 150 triệu,nhà trong ngõ
Lê Đình Lý,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,40.0,Sổ hồng,3.0,3.0,,3 tỷ 850 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,52.0,Sổ hồng,2.0,2.0,2.0,3 tỷ 500 triệu,nhà trong ngõ
Lý Thường Kiệt,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,25.0,Sổ hồng,2.0,2.0,2.0,1 tỷ 850 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,43.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 500 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,54.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 800 triệu,nhà trong ngõ
Thanh Sơn,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,53.0,Sổ hồng,3.0,2.0,2.0,3 tỷ 400 triệu,nhà trong ngõ
Trần Bình Trọng,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,29.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 150 triệu,nhà trong ngõ
Châu Thượng Văn,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,52.4,Sổ hồng,3.0,3.0,3.0,3 tỷ 750 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,74.0,Sổ hồng,3.0,2.0,,2 tỷ 950 triệu,nhà trong ngõ
Đống Đa,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,43.0,Sổ hồng,3.0,3.0,3.5,3 tỷ 600 triệu,nhà trong ngõ
Lý Thái Tổ,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,40.0,Sổ hồng,2.0,2.0,2.5,3 tỷ 100 triệu,nhà trong ngõ
Nguyễn Hữu Tiến,Phường Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng,105.0,Sổ đỏ,2.0,1.0,,3 tỷ 200 triệu,nhà trong ngõ
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,68.0,Sổ hồng,2.0,2.0,,2 tỷ 750 triệu,nhà trong ngõ
Hùng Vương,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,44.0,Sổ hồng,2.0,1.0,,1 tỷ 900 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,56.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 850 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,52.6,Sổ hồng,3.0,2.0,2.0,3 tỷ 200 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,41.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 450 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,42.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 300 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,32.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 150 triệu,nhà trong ngõ
Trưng Nhị,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,83.0,Sổ hồng,3.0,2.0,2.0,4 tỷ 500 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,47.0,Sổ hồng,2.0,2.0,2.0,3 tỷ 200 triệu,nhà trong ngõ
Nguyễn Thành Hãn,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,84.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 600 triệu,nhà trong ngõ
Thái Thị Bôi,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,61.8,Sổ hồng,2.0,1.0,,2 tỷ 500 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,36.4,Sổ hồng,3.0,2.0,3.0,2 tỷ 500 triệu,nhà trong ngõ
Tố Hữu,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,41.8,Sổ hồng,3.0,3.0,3.0,3 tỷ 150 triệu,nhà trong ngõ
Đống Đa,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,42.0,Sổ hồng,3.0,3.0,3.0,3 tỷ,nhà trong ngõ
Trưng Nữ Vương,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,58.0,Sổ hồng,2.0,1.0,,2 tỷ 700 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,76.6,Sổ hồng,3.0,3.0,2.0,5 tỷ 700 triệu,nhà trong ngõ
Trưng Nhị,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,100.0,Sổ hồng,3.0,2.0,2.0,4 tỷ,nhà trong ngõ
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,142.0,Sổ hồng,10.0,10.0,,4 tỷ 850 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,43.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 200 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,32.0,Sổ hồng,2.0,2.0,,1 tỷ 780 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,3.0,3.0,,3 tỷ 700 triệu,nhà trong ngõ
Hùng Vương,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,40.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 470 triệu,nhà trong ngõ
Trưng Nữ Vương,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,35.5,Sổ hồng,3.0,2.0,,2 tỷ 300 triệu,nhà trong ngõ
Trưng Nữ Vương,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,45.0,Sổ hồng,1.0,1.0,,2 tỷ 650 triệu,nhà trong ngõ
Nguyễn Tất Thành,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,50.0,Sổ hồng,3.0,2.0,2.5,3 tỷ 50 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,47.5,Sổ hồng,2.0,2.0,2.0,2 tỷ 450 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,3.0,2.0,3.0,4 tỷ 930 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,43.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 500 triệu,nhà trong ngõ
Cách Mạng Tháng 8,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,84.0,Sổ hồng,4.0,4.0,,3 tỷ,nhà trong ngõ
Nguyễn Chí Thanh,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,58.0,Sổ hồng,4.0,2.0,2.0,3 tỷ 780 triệu,nhà trong ngõ
Đống Đa,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,2.0,2.0,2.0,3 tỷ 750 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,50.2,Sổ hồng,3.0,3.0,,4 tỷ 150 triệu,nhà trong ngõ
Đinh Tiên Hoàng,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,4.0,5.0,4.0,4 tỷ 450 triệu,nhà trong ngõ
Pasteur,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,29.0,Sổ hồng,2.0,3.0,3.0,2 tỷ 230 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,54.0,Sổ hồng,2.0,1.0,,2 tỷ 550 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,112.8,Sổ hồng,4.0,2.0,2.0,4 tỷ 400 triệu,nhà trong ngõ
Trần Cao Vân,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,47.5,Sổ hồng,2.0,2.0,2.5,2 tỷ 350 triệu,nhà trong ngõ
Đống Đa,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,75.0,Sổ hồng,10.0,10.0,4.0,5 tỷ 200 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,75.0,Sổ hồng,5.0,6.0,3.0,4 tỷ 500 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,58.0,Sổ hồng,2.0,2.0,,2 tỷ 550 triệu,nhà trong ngõ
Nguyễn Chí Thanh,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,35.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 550 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,38.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 200 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,43.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 580 triệu,nhà trong ngõ
Lê Thanh Nghị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,94.0,Sổ hồng,12.0,12.0,4.0,8 tỷ 300 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,71.0,Sổ hồng,2.0,2.0,3.0,4 tỷ 900 triệu,nhà trong ngõ
Lê Thanh Nghị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,40.0,Sổ hồng,2.0,2.0,2.0,1 tỷ 950 triệu,nhà trong ngõ
Bình Than,Phường Thọ Quang,Quận Sơn Trà,Đà Nẵng,100.0,Sổ đỏ,3.0,3.0,2.0,3 tỷ 850 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,45.0,Sổ đỏ,3.0,3.0,2.0,4 tỷ 350 triệu,nhà trong ngõ
Nguyễn Tri Phương,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,73.0,Sổ hồng,4.0,3.0,3.0,4 tỷ 380 triệu,nhà trong ngõ
Hoàng Diệu,Phường Hải Châu,Quận Hải Châu,Đà Nẵng,186.0,Sổ đỏ,5.0,5.0,,4 tỷ 400 triệu,nhà trong ngõ
Thi Sách,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,100.0,Sổ hồng,3.0,3.0,3.0,6 tỷ 100 triệu,nhà trong ngõ
Lý Thường Kiệt,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,25.0,Giấy tờ hợp lệ,2.0,2.0,2.0,1 tỷ 850 triệu,nhà trong ngõ
Trần Bình Trọng,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,29.0,Giấy tờ hợp lệ,2.0,2.0,2.0,2 tỷ 150 triệu,nhà trong ngõ
Trần Đình Tri,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,156.0,Sổ hồng,3.0,2.0,1.0,4 tỷ 250 triệu,nhà trong ngõ
Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,63.0,Sổ đỏ,1.0,1.0,,3 tỷ 250 triệu,nhà trong ngõ
Cù Chính Lan,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,99.0,Sổ hồng,3.0,2.0,,3 tỷ,nhà trong ngõ
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,98.0,Sổ hồng,3.0,3.0,,3 tỷ,nhà trong ngõ
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,86.0,Sổ đỏ,3.0,2.0,3.0,3 tỷ 500 triệu,nhà trong ngõ
Ngô Thì Nhậm,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,69.0,Sổ đỏ,2.0,1.0,,2 tỷ 500 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,44.0,Sổ đỏ,2.0,1.0,,2 tỷ 230 triệu,nhà trong ngõ
Nguyễn Tất Thành,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,170.0,Sổ hồng,4.0,3.0,2.0,4 tỷ,nhà trong ngõ
Mẹ Nhu,Phường Thanh Lộc Đán,Quận Thanh Khê,Đà Nẵng,75.0,Sổ đỏ,3.0,1.0,,2 tỷ 300 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,52.0,Sổ đỏ,2.0,1.0,2.0,2 tỷ 550 triệu,nhà trong ngõ
Dũng Sĩ Thanh Khê,Phường Thanh Lộc Đán,Quận Thanh Khê,Đà Nẵng,120.0,Sổ hồng,4.0,3.0,,4 tỷ 350 triệu,nhà trong ngõ
Yên Khê 2,Phường An Khê,Quận Thanh Khê,Đà Nẵng,77.0,Sổ hồng,3.0,2.0,,2 tỷ 850 triệu,nhà trong ngõ
Nguyễn Huy Tưởng,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,94.0,Sổ hồng,4.0,3.0,,3 tỷ 600 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,32.0,Sổ đỏ,3.0,2.0,,1 tỷ 880 triệu,nhà trong ngõ
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,3.0,2.0,,3 tỷ 400 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,51.0,Sổ đỏ,2.0,2.0,2.0,3 tỷ 450 triệu,nhà trong ngõ
Hoàng Diệu,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,86.0,Sổ đỏ,4.0,3.0,,3 tỷ 800 triệu,nhà trong ngõ
Đường 3 Tháng 2,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,67.0,Sổ hồng,4.0,4.0,3.0,4 tỷ 900 triệu,nhà trong ngõ
Hoàng Diệu,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,86.0,Sổ đỏ,4.0,3.0,,3 tỷ 700 triệu,nhà trong ngõ
Lê Đình Lý,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,58.0,Sổ đỏ,5.0,5.0,3.0,3 tỷ 800 triệu,nhà trong ngõ
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,60.0,Sổ hồng,3.0,2.0,,2 tỷ 500 triệu,nhà trong ngõ
Ông Ích Đường,Phường Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng,76.0,Sổ hồng,3.0,2.0,,3 tỷ 100 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,62.0,Sổ hồng,4.0,4.0,,4 tỷ,nhà trong ngõ
Phạm Văn Bạch,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,63.0,Sổ hồng,4.0,4.0,3.0,4 tỷ 500 triệu,nhà trong ngõ
Trương Chí Cương,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,60.0,Sổ hồng,4.0,4.0,,4 tỷ 400 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,120.0,Sổ đỏ,3.0,1.0,,4 tỷ 600 triệu,nhà trong ngõ
Ông Ích Đường,Phường Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng,76.0,Sổ đỏ,3.0,2.0,,3 tỷ 100 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,96.0,Sổ hồng,3.0,2.0,2.0,4 tỷ 500 triệu,nhà trong ngõ
Trương Chí Cương,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,100.0,Sổ hồng,3.0,2.0,,4 tỷ 600 triệu,nhà trong ngõ
Cách Mạng Tháng 8,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,100.0,Sổ hồng,4.0,2.0,,4 tỷ 800 triệu,nhà trong ngõ
Trương Chí Cương,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,100.0,Sổ hồng,3.0,2.0,1.0,4 tỷ 800 triệu,nhà trong ngõ
Nguyễn Xuân Nhĩ,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,67.0,Sổ hồng,4.0,4.0,,4 tỷ 500 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,100.0,Sổ đỏ,3.0,2.0,,4 tỷ 600 triệu,nhà trong ngõ
Núi Thành,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,55.0,Sổ hồng,4.0,4.0,,4 tỷ 800 triệu,nhà trong ngõ
Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,55.0,Sổ đỏ,1.0,2.0,,3 tỷ 250 triệu,nhà trong ngõ
Thạch Lam,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,82.0,Sổ đỏ,4.0,2.0,,10 tỷ 660 triệu,nhà trong ngõ
Tôn Đản,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,80.0,Sổ đỏ,2.0,,,2 tỷ 350 triệu,nhà trong ngõ
Trần Cao Vân,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,105.0,Sổ đỏ,4.0,2.0,2.0,3 tỷ 750 triệu,nhà trong ngõ
1xx/5 Tôn Đản,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,60.0,Sổ đỏ,6.0,6.0,4.0,3 tỷ 100 triệu,nhà trong ngõ
Tô Hiệu,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,72.0,Sổ hồng,2.0,2.0,,2 tỷ 600 triệu,nhà trong ngõ
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,170.0,Sổ hồng,4.0,3.0,2.0,4 tỷ,nhà trong ngõ
Nguyễn Hoàng,Phường Hải Châu II,Quận Hải Châu,Đà Nẵng,41.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 400 triệu,nhà trong ngõ
Trương Chí Cương,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,200.0,Sổ hồng,4.0,4.0,3.0,4 tỷ 450 triệu,nhà trong ngõ
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,63.0,Sổ hồng,4.0,4.0,,4 tỷ 500 triệu,nhà trong ngõ
Trần Đăng Ninh,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,62.0,Sổ hồng,4.0,4.0,,4 tỷ 450 triệu,nhà trong ngõ
Nguyễn Xuân Nhĩ,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,60.0,Sổ hồng,4.0,4.0,,4 tỷ 450 triệu,nhà trong ngõ
Nguyễn Sơn,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,62.0,Sổ hồng,4.0,4.0,3.0,4 tỷ 450 triệu,nhà trong ngõ
Tôn Đản,Phường Hòa Phát,Quận Cẩm Lệ,Đà Nẵng,60.0,Sổ hồng,4.0,2.0,2.0,2 tỷ 300 triệu,nhà trong ngõ
Hoàng Diệu,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,50.0,Sổ đỏ,2.0,2.0,2.0,2 tỷ 400 triệu,nhà trong ngõ
Trần Cao Vân,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,60.0,Sổ đỏ,3.0,2.0,,2 tỷ 750 triệu,nhà trong ngõ
Nguyễn Hoàng,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,55.0,Sổ đỏ,3.0,3.0,3.0,5 tỷ 750 triệu,nhà trong ngõ
Lê Đình Lý,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,47.0,Sổ đỏ,2.0,2.0,2.0,2 tỷ 720 triệu,nhà trong ngõ
Trần Cao Vân,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,100.0,Sổ hồng,4.0,4.0,,4 tỷ 300 triệu,nhà trong ngõ
Núi Thành,Phường Hải Châu,Quận Hải Châu,Đà Nẵng,55.0,Sổ hồng,4.0,4.0,4.0,4 tỷ 800 triệu,nhà trong ngõ
Lê Đình Lý,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,52.0,Sổ hồng,3.0,2.0,,3 tỷ 500 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,115.0,Sổ hồng,3.0,3.0,2.0,3 tỷ 650 triệu,nhà trong ngõ
52/8 Trần Cao Vân,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,58.5,Sổ đỏ,3.0,2.0,,3 tỷ 600 triệu,nhà trong ngõ
Kiệt 43 Nguyễn Như Hạnh,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,93.5,Sổ hồng,3.0,3.0,3.0,3 tỷ 350 triệu,nhà trong ngõ
Hải Phòng,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,45.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 780 triệu,nhà trong ngõ
Cù Chính Lan,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,105.0,Sổ hồng,3.0,2.0,,3 tỷ 150 triệu,nhà trong ngõ
Hà Khê,Phường Tam Thuận,Quận Thanh Khê,Đà Nẵng,50.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 550 triệu,nhà trong ngõ
Lê Đình Lý,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,73.0,Sổ đỏ,3.0,2.0,,9 tỷ 800 triệu,nhà trong ngõ
Lê Đình Lý,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,80.0,Sổ hồng,2.0,2.0,2.0,3 tỷ 900 triệu,nhà trong ngõ
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,55.0,Sổ đỏ,3.0,2.0,2.0,3 tỷ,nhà trong ngõ
Điện Biên Phủ,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,300.0,Sổ đỏ,6.0,6.0,2.0,18 tỷ,nhà trong ngõ
Đà Sơn,Phường Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng,107.0,Sổ hồng,1.0,1.0,,2 tỷ 400 triệu,nhà trong ngõ
Nguyễn Công Hãng,Phường An Khê,Quận Thanh Khê,Đà Nẵng,62.0,Sổ hồng,3.0,2.0,2.0,3 tỷ 250 triệu,nhà trong ngõ
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,42.0,Sổ hồng,3.0,2.0,2.0,2 tỷ 590 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,35.0,Sổ hồng,2.0,2.0,2.5,2 tỷ 490 triệu,nhà trong ngõ
Hà Huy Tập,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,51.0,Sổ hồng,3.0,2.0,,2 tỷ 720 triệu,nhà trong ngõ
Hoàng Hoa Thám,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,63.0,Sổ hồng,3.0,3.0,2.0,3 tỷ 150 triệu,nhà trong ngõ
Ông Ích Khiêm,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,56.0,Sổ hồng,3.0,4.0,3.0,3 tỷ 450 triệu,nhà trong ngõ
Đinh Tiên Hoàng,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,40.0,Sổ đỏ,2.0,2.0,2.0,2 tỷ 490 triệu,nhà trong ngõ
Nguyễn Chí Thanh,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,33.0,Sổ đỏ,3.0,3.0,3.0,3 tỷ 300 triệu,nhà trong ngõ
Mai Dị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,81.0,Sổ đỏ,3.0,3.0,2.0,3 tỷ 250 triệu,nhà trong ngõ
Hùng Vương,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,49.0,Sổ đỏ,3.0,3.0,3.0,3 tỷ 650 triệu,nhà trong ngõ
Phan Kế Bính,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,45.0,Sổ đỏ,2.0,2.0,2.0,2 tỷ 750 triệu,nhà trong ngõ
Đống Đa,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,60.0,Sổ đỏ,3.0,3.0,3.0,4 tỷ 380 triệu,nhà trong ngõ
Lê Độ,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,42.0,Sổ đỏ,2.0,2.0,,2 tỷ 50 triệu,nhà trong ngõ
Nguyễn Hoàng,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,74.0,Sổ đỏ,3.0,2.0,2.0,3 tỷ 50 triệu,nhà trong ngõ
Yên Khê 2,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,53.0,Sổ hồng,2.0,2.0,2.0,3 tỷ,nhà trong ngõ
Trần Xuân Lê,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,70.0,Sổ đỏ,2.0,1.0,,2 tỷ 750 triệu,nhà trong ngõ
Mai Dị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,81.0,Sổ hồng,3.0,3.0,2.0,3 tỷ 250 triệu,nhà trong ngõ
Lý Thái Tông,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,66.0,Sổ đỏ,2.0,2.0,2.0,2 tỷ 700 triệu,nhà trong ngõ
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,70.0,Sổ đỏ,4.0,4.0,,3 tỷ 500 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,45.0,Sổ đỏ,3.0,3.0,2.0,2 tỷ 700 triệu,nhà trong ngõ
Hoàng Diệu,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,99.0,Sổ hồng,3.0,1.0,,2 tỷ 550 triệu,nhà trong ngõ
Triệu Nữ Vương,Phường Hải Châu II,Quận Hải Châu,Đà Nẵng,62.0,Sổ hồng,3.0,4.0,3.0,4 tỷ 250 triệu,nhà trong ngõ
Huỳnh Ngọc Huệ,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,75.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 150 triệu,nhà trong ngõ
Điện Biên Phủ,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,52.0,Sổ hồng,3.0,2.0,2.0,2 tỷ 680 triệu,nhà trong ngõ
