street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Đường Âu Cơ,Phường Tân Thành,Quận Tân Phú,Tp Hồ Chí Minh,36.0,Đã có sổ,3.0,3.0,3.0,4550000000.0,"Nhà ngõ, hẻm"
Đường Đỗ Nhuận,Phường Tân Lợi,Thành phố Buôn Ma Thuột,Đắk Lắk,125.0,Đã có sổ,5.0,5.0,1.0,9500000000.0,"Nhà mặt phố, mặt tiền"
Đường Điện Biên Phủ,Thị trấn Long Hải,Huyện Long Điền,Bà Rịa - Vũng Tàu,40.0,Giấy tờ khác,,,,50000000.0,
Đường Võ Thị Sáu,Thị trấn Long Hải,Huyện Long Điền,Bà Rịa - Vũng Tàu,112.0,Đã có sổ,,,,5000000000.0,
Đường số 11,Phường Linh Xuân (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,58.7,Đã có sổ,,,,3550000000.0,
Hẻm C3 Phạm Hùng,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,32.0,Sổ chung / công chứng vi bằng,2.0,2.0,1.0,3200000000.0,"Nhà mặt phố, mặt tiền"
Đường số 48,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,62.5,Đã có sổ,,,,6100000000.0,
Đường Hoàng Hữu Nam,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,68.0,Đã có sổ,,,,3800000000.0,
Đường Cách Mạng Tháng 8,Phường 5,Quận Tân Bình,Tp Hồ Chí Minh,52.0,Đã có sổ,3.0,4.0,,6500000000.0,"Nhà ngõ, hẻm"
Đường Hoàng Hoa Thám,Phường 13,Quận Tân Bình,Tp Hồ Chí Minh,72.0,Đã có sổ,5.0,,,11500000000.0,"Nhà ngõ, hẻm"
Quốc Lộ 26,Xã Ea KNuec,Huyện Krông Pắc,Đắk Lắk,430.0,Đã có sổ,,,,700000000.0,
329,Xã Hòa Hiệp,Huyện Xuyên Mộc,Bà Rịa - Vũng Tàu,1501.0,Đã có sổ,,,,1050000000.0,
Đường Bùi Minh Trực,Phường 5,Quận 8,Tp Hồ Chí Minh,60.0,Đã có sổ,3.0,4.0,5.0,7999000000.0,"Nhà ngõ, hẻm"
Đường N7,Phường Phú Hòa,Thành phố Thủ Dầu Một,Bình Dương,120.0,Đã có sổ,5.0,7.0,3.0,12000000000.0,"Nhà mặt phố, mặt tiền"
Đường Hồ Văn Mên,Phường An Thạnh,Thành phố Thuận An,Bình Dương,200.0,Đã có sổ,,,,4450000000.0,
"Hẻm 82, Thanh Đa , Bình Thạnh",Phường 27,Quận Bình Thạnh,Tp Hồ Chí Minh,80.0,Đã có sổ,3.0,2.0,1.0,7000000000.0,"Nhà ngõ, hẻm"
Đường Thạnh Lộc 31,Phường Thạnh Lộc,Quận 12,Tp Hồ Chí Minh,48.0,Đã có sổ,2.0,3.0,2.0,4530000000.0,"Nhà ngõ, hẻm"
DH 718,Xã Thanh An,Huyện Dầu Tiếng,Bình Dương,1137.3,Đã có sổ,,,,2500000000.0,
Lạc Long Quân,Phường 10,Quận 11,Tp Hồ Chí Minh,65.0,Sổ hồng riêng,2.0,2.0,,3900000000.0,
Đường số 24,Phường Bình Hưng Hoà A,Quận Bình Tân,Tp Hồ Chí Minh,48.0,Đã có sổ,3.0,,2.0,4500000000.0,"Nhà mặt phố, mặt tiền"
Đường Quốc lộ 51,Xã Phước Thái,Huyện Long Thành,Đồng Nai,600.0,Đã có sổ,,,,4800000000.0,
ĐT 743,Phường An Phú,Thành phố Thuận An,Bình Dương,67.4,Đã có sổ,3.0,3.0,3.0,3800000000.0,"Nhà mặt phố, mặt tiền"
Nguyễn Phúc Nguyên,Phường 12,Quận 3,Tp Hồ Chí Minh,21.0,Đã có sổ,4.0,5.0,5.0,7800000000.0,"Nhà mặt phố, mặt tiền"
Cầu Ngô Chí Quốc,Phường Bình Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,105.0,Đã có sổ,,,,5200000000.0,
Đường Cù Lao,Phường 2,Quận Phú Nhuận,Tp Hồ Chí Minh,13.0,Đã có sổ,2.0,2.0,3.0,4500000000.0,"Nhà ngõ, hẻm"
đường hiện hữu,Xã Bình Châu,Huyện Xuyên Mộc,Bà Rịa - Vũng Tàu,1054.0,Đã có sổ,,,,2400000000.0,
Hiệp Phước,Thị trấn Hiệp Phước,Huyện Nhơn Trạch,Đồng Nai,120.0,Đã có sổ,5.0,,,5000000000.0,"Nhà mặt phố, mặt tiền"
Đường Nguyễn Thiện Thuật,Phường Thắng Nhất,Thành phố Vũng Tàu,Bà Rịa - Vũng Tàu,86.0,Giấy tờ khác,,,,100000000.0,
Đường Nguyễn Văn Khạ,Thị trấn Củ Chi,Huyện Củ Chi,Tp Hồ Chí Minh,192.0,Đã có sổ,,,,490000000.0,
Mặt tiền đường chợ,,Thị xã Tân Uyên,Bình Dương,70.0,Đã có sổ,3.0,3.0,2.0,1650000000.0,"Nhà mặt phố, mặt tiền"
Đường Quốc lộ 56,Thị trấn Ngãi Giao,Huyện Châu Đức,Bà Rịa - Vũng Tàu,6000.0,Đã có sổ,5.0,6.0,,51500000000.0,Nhà biệt thự
Đường Nguyễn Phúc Chu,Phường Trảng Dài,Thành phố Biên Hòa,Đồng Nai,112.0,Đã có sổ,,,,2850000000.0,
Đường Tạ Quang Bửu,Phường Thành Nhất,Thành phố Buôn Ma Thuột,Đắk Lắk,85.0,Giấy tờ viết tay,,,,160000000.0,
Đường Lê Thị Hà,Xã Tân Xuân,Huyện Hóc Môn,Tp Hồ Chí Minh,20.0,Đã có sổ,2.0,1.0,1.0,730000000.0,"Nhà mặt phố, mặt tiền"
Đường F1,Phường Bửu Long,Thành phố Biên Hòa,Đồng Nai,300.0,Đang chờ sổ,5.0,,,14000000000.0,Nhà biệt thự
Đường Nguyễn Tri Phương,Phường Dĩ An,Thành phố Dĩ An,Bình Dương,324.0,Đã có sổ,,,,19200000000.0,
Đường số 35,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,50.0,Đã có sổ,3.0,2.0,2.0,2650000000.0,"Nhà ngõ, hẻm"
Uyên Hưng,Phường Uyên Hưng,Thị xã Tân Uyên,Bình Dương,72.0,Đã có sổ,3.0,2.0,2.0,2250000000.0,Nhà phố liền kề
Đường Đại lộ Thống Nhất,Phường Dĩ An,Thành phố Dĩ An,Bình Dương,51.0,Sổ hồng riêng,3.0,2.0,,7500000000.0,
Đường Quang Trung,Phường 3,Quận Gò Vấp,Tp Hồ Chí Minh,45.0,Đã có sổ,4.0,4.0,3.0,5500000000.0,"Nhà ngõ, hẻm"
Đường tỉnh 741,Xã Vĩnh Hoà,Huyện Phú Giáo,Bình Dương,351.7,Đã có sổ,2.0,,,3959000000.0,"Nhà mặt phố, mặt tiền"
Đường Lái Thiêu 13,Phường Lái Thiêu,Thành phố Thuận An,Bình Dương,401.0,Đã có sổ,11.0,,,8500000000.0,"Nhà mặt phố, mặt tiền"
Hẻm 92 Đường Nguyễn Xuân Nguyên,Phường Tân An,Thành phố Buôn Ma Thuột,Đắk Lắk,144.0,Đã có sổ,,,,3500000000.0,
Đường Trần Xuân Độ,Thị trấn Long Điền,Huyện Long Điền,Bà Rịa - Vũng Tàu,110.6999,Đã có sổ,,,,3200000000.0,
Đường Đông Nhì,Phường Lái Thiêu,Thành phố Thuận An,Bình Dương,137.0,Đã có sổ,3.0,,,4490000000.0,"Nhà mặt phố, mặt tiền"
Đường Hồ Tùng Mậu,Thị trấn Ngãi Giao,Huyện Châu Đức,Bà Rịa - Vũng Tàu,210.0,Đã có sổ,,,,3830000000.0,
Giang Điền,Xã Giang Điền,Huyện Trảng Bom,Đồng Nai,140.0,Đã có sổ,3.0,1.0,1.0,1750000000.0,"Nhà ngõ, hẻm"
Đường Dương Tự Quán,Phường An Lạc A,Quận Bình Tân,Tp Hồ Chí Minh,57.4,Đã có sổ,2.0,2.0,1.0,6900000000.0,"Nhà mặt phố, mặt tiền"
Đường D3,Phường An Phú,Thành phố Thuận An,Bình Dương,60.0,Đã có sổ,4.0,4.0,3.0,4700000000.0,Nhà phố liền kề
Đường Lý ,Phường 1,Thành phố Cà Mau,Cà Mau,800.4,Đã có sổ,,,,5700000000.0,
Đường Hà Huy Tập,Phường Tân An,Thành phố Buôn Ma Thuột,Đắk Lắk,100.0,Đã có sổ,4.0,4.0,4.0,7850000000.0,"Nhà mặt phố, mặt tiền"
Đường Quốc lộ 1,Xã Lương Thế Trân,Huyện Cái Nước,Cà Mau,450.0,Đã có sổ,,,,1400000000.0,
Đường Mai Xuân Thưởng,Phường 4,Quận 6,Tp Hồ Chí Minh,22.0,Đã có sổ,2.0,2.0,2.0,2500000000.0,"Nhà ngõ, hẻm"
Đường Quốc lộ 1,Xã Bắc Sơn,Huyện Trảng Bom,Đồng Nai,121.0,Đã có sổ,,,,380000000.0,
Đường Lê Trọng Tấn,Phường Tây Thạnh,Quận Tân Phú,Tp Hồ Chí Minh,42.0,Đã có sổ,2.0,2.0,2.0,5790000000.0,"Nhà ngõ, hẻm"
Đường Huyện 706,Xã Long Tân,Huyện Dầu Tiếng,Bình Dương,182.0,Đã có sổ,2.0,1.0,,1500000000.0,"Nhà mặt phố, mặt tiền"
Đường Phan Văn Đáng,Xã Phú Hữu,Huyện Nhơn Trạch,Đồng Nai,170.0,Đã có sổ,,,,2500000000.0,
An Phước,Xã An Ngãi,Huyện Long Điền,Bà Rịa - Vũng Tàu,290.0,Đã có sổ,2.0,1.0,,3300000000.0,"Nhà mặt phố, mặt tiền"
Đường Nơ Trang Gưh,Phường Tân Tiến,Thành phố Buôn Ma Thuột,Đắk Lắk,61.4,Đã có sổ,,,,4750000000.0,
Đường Lê Văn Sỹ,Phường 13,Quận 3,Tp Hồ Chí Minh,186.0,Đã có sổ,6.0,,3.0,39500000000.0,Nhà biệt thự
Tân Phong,Phường Tân Phong,Quận 7,Tp Hồ Chí Minh,74.0,Sổ hồng riêng,2.0,2.0,,4500000000.0,
Đường Võ Nguyên Giáp,Xã Bình Phú,Thành phố Bến Tre,Bến Tre,700.0,Đã có sổ,,,,2300000000.0,
Đường Trần Hưng Đạo,Phường Mỹ Phước,Thành phố Long Xuyên,An Giang,164.0,Đã có sổ,7.0,,,16800000000.0,"Nhà mặt phố, mặt tiền"
Đường Phan Đăng Lưu,Phường Hiệp An,Thành phố Thủ Dầu Một,Bình Dương,105.0,Đã có sổ,4.0,3.0,2.0,3900000000.0,"Nhà mặt phố, mặt tiền"
Đường Trung Đông 6,Xã Thới Tam Thôn,Huyện Hóc Môn,Tp Hồ Chí Minh,27.0,Sổ chung / công chứng vi bằng,2.0,2.0,,1290000000.0,"Nhà mặt phố, mặt tiền"
Đường số 15,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,60.0,Đã có sổ,3.0,4.0,4.0,9200000000.0,"Nhà ngõ, hẻm"
Xa Lộ Hà Nội,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,68.0,Sổ hồng riêng,2.0,2.0,,3150000000.0,
Quốc Lộ 14,Thị trấn Ea T'Ling,Huyện Cư Jút,Đắk Nông,550.0,Đã có sổ,,,,2600000000.0,
Khu phố Bình Đường 2,Phường An Bình,Thành phố Dĩ An,Bình Dương,374.0,Đã có sổ,,,,35000000000.0,
Đường Phạm Văn Thuận,Phường Tam Hòa,Thành phố Biên Hòa,Đồng Nai,107.5,Đã có sổ,3.0,2.0,1.0,4950000000.0,"Nhà ngõ, hẻm"
Đường Y Út Niê,Phường Tân Lợi,Thành phố Buôn Ma Thuột,Đắk Lắk,120.0,Đã có sổ,3.0,3.0,1.0,15000000000.0,"Nhà mặt phố, mặt tiền"
Đường số 4,Phường Bình Hưng Hoà A,Quận Bình Tân,Tp Hồ Chí Minh,50.0,Đã có sổ,2.0,2.0,2.0,3150000000.0,"Nhà ngõ, hẻm"
"Thôn Phú Lâm,Xã Phú Trung ,Huyện Phú Riềng,tỉnh Bình Phước",Xã Phú Trung,Huyện Phú Riềng,Bình Phước,255.0,Đã có sổ,,,,620000000.0,
Đường Đình Nghi Xuân,Phường Bình Trị Đông,Quận Bình Tân,Tp Hồ Chí Minh,88.0,Đã có sổ,,,,8500000000.0,
dt768,Xã Thiện Tân,Huyện Vĩnh Cửu,Đồng Nai,3159.0,Đã có sổ,,,,5500000000.0,
Đường số 14,Phường 8,Quận Gò Vấp,Tp Hồ Chí Minh,60.0,Đã có sổ,4.0,,,7000000000.0,"Nhà ngõ, hẻm"
Hoàng Hoa Thám,Phường Trần Hưng Đạo,Thành phố Qui Nhơn,Bình Định,64.0,Đã có sổ,3.0,3.0,3.0,7500000000.0,"Nhà mặt phố, mặt tiền"
Đường Vĩnh Phú 08,Phường Vĩnh Phú,Thành phố Thuận An,Bình Dương,90.0,Đã có sổ,6.0,2.0,,4180000000.0,"Nhà mặt phố, mặt tiền"
Ql57,Xã Vĩnh Bình,Huyện Chợ Lách,Bến Tre,204.6999,Đã có sổ,,,,1750000000.0,
Đường Nguyễn Văn Tiết,Phường Hiệp Thành,Thành phố Thủ Dầu Một,Bình Dương,75.0,Đã có sổ,,,,14500000000.0,
Đường Cách Mạng Tháng 8,Phường Hiệp Thành,Thành phố Thủ Dầu Một,Bình Dương,100.0,Đã có sổ,,,,14500000000.0,
Đường Hương Lộ 3,Phường Bình Hưng Hòa,Quận Bình Tân,Tp Hồ Chí Minh,80.0,Đã có sổ,6.0,5.0,4.0,8000000000.0,"Nhà ngõ, hẻm"
Đường Bình Hòa - Cây Dương,Xã Bình Hòa,Huyện Vĩnh Cửu,Đồng Nai,500.0,Đã có sổ,2.0,2.0,1.0,3150000000.0,"Nhà mặt phố, mặt tiền"
Đường Lý Chiêu Hoàng,Phường 10,Quận 6,Tp Hồ Chí Minh,28.0,Đã có sổ,3.0,3.0,,3600000000.0,"Nhà ngõ, hẻm"
Đường Quốc lộ 50,Xã Quy Đức,Huyện Bình Chánh,Tp Hồ Chí Minh,118.0,Đã có sổ,,,,2700000000.0,
Hoàng Quốc Việt,Phường Lê Lợi,Thành phố Qui Nhơn,Bình Định,117.0,Sổ hồng riêng,3.0,3.0,,2000000000.0,
Đường Thạnh Lộc 47,Phường Thạnh Lộc,Quận 12,Tp Hồ Chí Minh,55.0,Đã có sổ,4.0,3.0,3.0,4750000000.0,"Nhà ngõ, hẻm"
Đường số 15,Phường Bình Hưng Hòa,Quận Bình Tân,Tp Hồ Chí Minh,32.0,Đã có sổ,2.0,2.0,1.0,1840000000.0,"Nhà ngõ, hẻm"
23,Xã Hoà Long,Thành phố Bà Rịa,Bà Rịa - Vũng Tàu,75.0,Đã có sổ,4.0,3.0,3.0,2350000000.0,"Nhà mặt phố, mặt tiền"
Đường Hùng Vương,Phường Tự An,Thành phố Buôn Ma Thuột,Đắk Lắk,50.0,Đã có sổ,2.0,2.0,1.0,5400000000.0,"Nhà mặt phố, mặt tiền"
Đường Tôn Thất Tùng,Thị trấn Đất Đỏ,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,415.0,Đã có sổ,,,,3200000000.0,
Đường Thới An 10,Phường Thới An,Quận 12,Tp Hồ Chí Minh,50.0,Đã có sổ,2.0,2.0,1.0,3600000000.0,"Nhà mặt phố, mặt tiền"
Đường 15,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,65.0,Đã có sổ,4.0,5.0,4.0,9300000000.0,Nhà phố liền kề
Đường DA7,Phường Thuận Giao,Thành phố Thuận An,Bình Dương,300.0,Đã có sổ,1.0,1.0,,9800000000.0,"Nhà mặt phố, mặt tiền"
Đường Võ Thị Sáu,Xã Phước Hội,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,330.0,Đã có sổ,3.0,2.0,1.0,3000000000.0,"Nhà mặt phố, mặt tiền"
Đường 51,Phường Phú Tân,Thành phố Thủ Dầu Một,Bình Dương,100.0,Đã có sổ,,,,2999000000.0,
Đường Nguyễn Tri Phương,Phường Thành Công,Thành phố Buôn Ma Thuột,Đắk Lắk,60.0,Đã có sổ,2.0,,,2580000000.0,Nhà phố liền kề
Đường Hoàng Cám,Phường Bình Thắng,Thành phố Dĩ An,Bình Dương,68.0,Đã có sổ,1.0,1.0,,1850000000.0,"Nhà ngõ, hẻm"
Đường Số 29,Phường Tân Kiểng,Quận 7,Tp Hồ Chí Minh,18.0,Đang chờ sổ,2.0,1.0,1.0,1550000000.0,"Nhà ngõ, hẻm"
19/5,Xã Ea Kao,Thành phố Buôn Ma Thuột,Đắk Lắk,192.0,Đã có sổ,,,,585000000.0,
Đường Quốc lộ 20,Xã Bàu Hàm 2,Huyện Thống Nhất,Đồng Nai,170.0,Đã có sổ,,,,585000000.0,
Đường tỉnh 715,Xã Hòa Thắng,Huyện Bắc Bình,Bình Thuận,30000.0,Đã có sổ,,,,190000000.0,
Đường tỉnh 741,Xã Tân Lập,Huyện Đồng Phú,Bình Phước,100.0,Đã có sổ,,,,650000000.0,
Đường Quốc lộ 1,Phường Tân Tạo,Quận Bình Tân,Tp Hồ Chí Minh,52.0,Sổ hồng riêng,2.0,1.0,,1450000000.0,
Đường Mỹ Xuân - Ngãi Giao - Bình Châu,Xã Sơn Bình,Huyện Châu Đức,Bà Rịa - Vũng Tàu,1700.0,Đã có sổ,,,,1850000000.0,
Đường Đinh Công Tráng,Phường Tân Tiến,Thành phố Buôn Ma Thuột,Đắk Lắk,70.0,Đã có sổ,2.0,2.0,2.0,2650000000.0,"Nhà ngõ, hẻm"
Đường số 21,Xã Tam Phước,Huyện Long Điền,Bà Rịa - Vũng Tàu,161.0,Đã có sổ,,,,850000000.0,
D6,Phường Bình Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,55.0,Sổ hồng riêng,2.0,2.0,,2250000000.0,
Đường Lê Thị Dung,Xã Vĩnh Lộc A,Huyện Bình Chánh,Tp Hồ Chí Minh,63.0,Giấy tờ viết tay,,,,780000000.0,
Đường Hiệp Bình,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,75.0,Đã có sổ,,,,6750000000.0,
Đường Hương lộ 10,Xã Cẩm Đường,Huyện Long Thành,Đồng Nai,137.0,Đã có sổ,,,,1350000000.0,
Đường Phạm Văn Hai,Phường 5,Quận Tân Bình,Tp Hồ Chí Minh,57.0,Đã có sổ,2.0,1.0,2.0,7300000000.0,"Nhà ngõ, hẻm"
Nguyễn Huệ,Thị trấn Đất Đỏ,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,2300.0,Đã có sổ,,,,3900000000.0,
Khoai,Phường Tam Hòa,Thành phố Biên Hòa,Đồng Nai,62.2,Đã có sổ,3.0,2.0,,2800000000.0,"Nhà mặt phố, mặt tiền"
Đg.cmt8.,Phường 5,Quận Tân Bình,Tp Hồ Chí Minh,45.0,Đã có sổ,5.0,4.0,4.0,7500000000.0,"Nhà ngõ, hẻm"
Đường Phạm Hùng,Thị trấn Đất Đỏ,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,180.0,Đã có sổ,,,,950000000.0,
Đường tránh Quốc lộ 55,Thị trấn Đất Đỏ,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,654.0,Đã có sổ,,,,3500000000.0,
Đường Ống Nước Thô,Phường Bình An,Thành phố Dĩ An,Bình Dương,77.0,Đã có sổ,3.0,3.0,2.0,4250000000.0,"Nhà ngõ, hẻm"
Đường B,Phường Phú Thạnh,Quận Tân Phú,Tp Hồ Chí Minh,155.0,Đã có sổ,4.0,3.0,2.0,16200000000.0,"Nhà mặt phố, mặt tiền"
Đường Nguyễn Bá Học,Phường Tân Mai,Thành phố Biên Hòa,Đồng Nai,162.0,Đã có sổ,5.0,5.0,3.0,11000000000.0,"Nhà mặt phố, mặt tiền"
Đường tỉnh 746,Phường Bình Chuẩn,Thành phố Thuận An,Bình Dương,83.0,Sổ chung / công chứng vi bằng,2.0,,,960000000.0,"Nhà mặt phố, mặt tiền"
Đường Cách Mạng Tháng Tám,Phường 11,Quận 3,Tp Hồ Chí Minh,10.0,Đã có sổ,2.0,,,1940000000.0,"Nhà ngõ, hẻm"
Đường Kinh Trung ương,Xã Vĩnh Lộc A,Huyện Bình Chánh,Tp Hồ Chí Minh,80.0,Sổ chung / công chứng vi bằng,4.0,5.0,2.0,2420000000.0,Nhà biệt thự
Cộng Hòa,Phường 12,Quận Tân Bình,Tp Hồ Chí Minh,72.0,Sổ hồng riêng,2.0,2.0,,4800000000.0,
Hồ Suối Đá,Xã Hồng Liêm,Huyện Hàm Thuận Bắc,Bình Thuận,5700.0,Đã có sổ,,,,2150000000.0,
Đường Quốc lộ 50,Xã Đa Phước,Huyện Bình Chánh,Tp Hồ Chí Minh,66.0,Đã có sổ,4.0,3.0,2.0,2000000000.0,"Nhà mặt phố, mặt tiền"
Đường Tôn Thất Tùng,Phường Đông Hòa,Thành phố Dĩ An,Bình Dương,107.6997,Đã có sổ,,,,15000000000.0,
Đường Dự án mở rộng Quốc lộ 55,Thị trấn Đất Đỏ,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,534.0,Đã có sổ,,,,1500000000.0,
Nguyễn Trung Trực,Xã Long Hưng,Thành phố Biên Hòa,Đồng Nai,80.0,Đã có sổ,,,,1500000000.0,
Đường Duyên Hải,Thị trấn Cần Thạnh,Huyện Cần Giờ,Tp Hồ Chí Minh,108.0,Đã có sổ,,,,2800000000.0,
Đường Lê Duẩn,Thị trấn Đất Đỏ,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,483.0,Đã có sổ,,,,6300000000.0,
dt44b,Xã Long Mỹ,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,152.0,Đã có sổ,,,,800000000.0,
Đường Quốc lộ 1,Thị trấn Dầu Giây,Huyện Thống Nhất,Đồng Nai,100.0,Đang chờ sổ,,,,1950000000.0,
Đường Trương Đăng Quế,Phường 3,Quận Gò Vấp,Tp Hồ Chí Minh,43.0,Đã có sổ,2.0,2.0,2.0,4800000000.0,"Nhà ngõ, hẻm"
Đường D29,Phường An Phú,Thành phố Thuận An,Bình Dương,100.0,Đã có sổ,,,,3850000000.0,
Đường Nguyễn Ảnh Thủ,Phường Tân Chánh Hiệp,Quận 12,Tp Hồ Chí Minh,110.0,Đã có sổ,5.0,,,13850000000.0,"Nhà mặt phố, mặt tiền"
Đường N12,Phường Thống Nhất,Thành phố Biên Hòa,Đồng Nai,72.0,Đã có sổ,,,,5100000000.0,
Ql27,Xã Hòa Sơn,Huyện Krông Bông,Đắk Lắk,214.0,Đã có sổ,,,,350000000.0,
Đường Nhị Bình 9,Xã Nhị Bình,Huyện Hóc Môn,Tp Hồ Chí Minh,150.0,Đã có sổ,,,,2300000000.0,
Đường Đông Hòa 7,Xã Đông Hoà,Huyện Trảng Bom,Đồng Nai,201.0,Đã có sổ,5.0,,,6450000000.0,"Nhà mặt phố, mặt tiền"
https://maps.app.goo.gl/emcPRps7YBX1R7mdA?g_st=ic,Phường An Hoà,Thành phố Biên Hòa,Đồng Nai,71.5,Đã có sổ,,,,1500000000.0,
Đường Dương Văn Cam,Phường Linh Tây (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,88.0,Đã có sổ,4.0,2.0,3.0,3850000000.0,"Nhà ngõ, hẻm"
Đường Nguyễn Văn Bứa,Xã Xuân Thới Sơn,Huyện Hóc Môn,Tp Hồ Chí Minh,10.0,Đã có sổ,3.0,2.0,,415000000.0,"Nhà ngõ, hẻm"
Đường Phạm Văn Đồng,Phường Tân Hòa,Thành phố Buôn Ma Thuột,Đắk Lắk,120.0,Đã có sổ,3.0,1.0,2.0,5500000000.0,"Nhà mặt phố, mặt tiền"
Hẻm 30 Lâm Văn Bền,Phường Tân Kiểng,Quận 7,Tp Hồ Chí Minh,74.0,Đã có sổ,4.0,4.0,,5550000000.0,"Nhà ngõ, hẻm"
Vĩnh Phú 40,Phường Vĩnh Phú,Thành phố Thuận An,Bình Dương,82.0,Đã có sổ,,,,2890000000.0,
Đường Ngô Quyền,Phường Bảo Vinh,Thành phố Long Khánh,Đồng Nai,503.3999,Đã có sổ,,,,1700000000.0,
Vĩnh Phú 35,Phường Vĩnh Phú,Thành phố Thuận An,Bình Dương,110.0,Đã có sổ,2.0,1.0,,2600000000.0,"Nhà ngõ, hẻm"
Đường Đồng Khởi,Phường Tam Hiệp,Thành phố Biên Hòa,Đồng Nai,1000.0,Đã có sổ,,,,18500000000.0,
Quốc Lộ 50,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,24.0,Giấy tờ viết tay,2.0,1.0,1.0,980000000.0,"Nhà ngõ, hẻm"
Đường Suối Dinh,Xã Tây Hoà,Huyện Trảng Bom,Đồng Nai,132.0,Đã có sổ,,,,1380000000.0,
Đường QL. 57B,Xã Phú Túc,Huyện Châu Thành,Bến Tre,2000.0,Đã có sổ,,,,4900000000.0,
Đường Quốc lộ 1,Xã Quảng Tiến,Huyện Trảng Bom,Đồng Nai,100.0,Đã có sổ,,,,1500000000.0,
Phú Lợi,Phường Phú Lợi,Thành phố Thủ Dầu Một,Bình Dương,55.0,Đã có sổ,1.0,1.0,,1600000000.0,"Nhà ngõ, hẻm"
DT 757B,Xã Tân Thành,Huyện Bù Đốp,Bình Phước,715.5,Đã có sổ,,,,2000000000.0,
Đường Đoàn Văn Bơ,Phường 14,Quận 4,Tp Hồ Chí Minh,77.0,Đã có sổ,4.0,3.0,4.0,6000000000.0,"Nhà ngõ, hẻm"
Đường Tân Xuân 1,Xã Tân Xuân,Huyện Hóc Môn,Tp Hồ Chí Minh,70.0,Đã có sổ,3.0,2.0,,3900000000.0,"Nhà ngõ, hẻm"
Đường Lê Minh Công,Xã Tân Phước,Thị xã La Gi,Bình Thuận,80.0,Đã có sổ,1.0,,,1000000000.0,"Nhà mặt phố, mặt tiền"
Đường Bùi Minh Trực,Phường 6,Quận 8,Tp Hồ Chí Minh,76.0,Đã có sổ,3.0,,3.0,9490000000.0,"Nhà mặt phố, mặt tiền"
Đường Lý Nam Đế,Xã Tân Phước,Thị xã La Gi,Bình Thuận,700.0,Đã có sổ,,,,3300000000.0,
Đường Lê Đại Hành,Thị trấn Trảng Bom,Huyện Trảng Bom,Đồng Nai,90.0,Đã có sổ,,,,1300000000.0,
Đường Vĩnh Phú 39,Phường Vĩnh Phú,Thành phố Thuận An,Bình Dương,135.0,Đã có sổ,,,,5200000000.0,
Đường Nguyễn Thị Đặng,Phường Hiệp Thành,Quận 12,Tp Hồ Chí Minh,63.0,Đã có sổ,4.0,3.0,3.0,5890000000.0,"Nhà ngõ, hẻm"
Đường Lê Văn Thọ,Phường 11,Quận Gò Vấp,Tp Hồ Chí Minh,110.0,Đã có sổ,10.0,7.0,4.0,10600000000.0,"Nhà ngõ, hẻm"
Đường số 3,Xã Tân Hiệp,Huyện Long Thành,Đồng Nai,246.6999,Đã có sổ,3.0,2.0,,2400000000.0,"Nhà ngõ, hẻm"
DT 715,Xã Hàm Đức,Huyện Hàm Thuận Bắc,Bình Thuận,1254.0,Đã có sổ,,,,3200000000.0,
Quốc lộ 1A,Thị trấn Dầu Giây,Huyện Thống Nhất,Đồng Nai,500.0,Đã có sổ,,,,2350000000.0,
Đường số 6,Phường 6,Quận Gò Vấp,Tp Hồ Chí Minh,18.0,Đã có sổ,2.0,,2.0,2580000000.0,"Nhà ngõ, hẻm"
